	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3	E1	E2	E3	F1	F2	F3
OTU_1425	0	4	1	7	7	6	3	1	1	11	7	3	4	4	5	5	7	10
OTU_184	1	2	0	41	27	27	5	10	2	38	14	6	7	10	3	33	25	38
OTU_470	2	2	4	11	24	8	7	2	9	16	21	6	0	4	2	8	12	10
OTU_574	7	3	0	3	4	7	1	2	2	2	7	2	9	13	19	7	6	9
OTU_718	1	6	2	5	2	7	0	6	6	4	3	4	1	1	1	9	4	7
OTU_1143	1	1	0	6	11	6	2	2	6	1	7	1	2	0	6	6	4	6
OTU_288	0	0	1	96	71	77	1	2	2	67	26	20	3	2	4	33	45	30
OTU_383	14	16	14	2	6	0	6	6	8	0	2	1	6	5	15	7	4	5
OTU_441	1	4	1	1	0	4	2	4	9	7	9	3	4	0	1	12	3	4
OTU_586	0	2	6	23	13	18	3	1	0	29	9	3	6	3	1	18	23	25
OTU_597	1	0	1	3	5	5	1	2	1	2	7	0	1	1	2	3	6	9
OTU_673	7	10	6	0	1	0	2	3	3	5	6	2	10	18	8	1	3	1
OTU_782	0	5	3	6	2	3	1	7	6	4	8	1	1	2	5	4	5	0
OTU_248	0	2	2	33	14	13	2	2	2	26	18	12	0	1	0	31	27	18
OTU_712	0	1	0	3	4	9	1	0	1	12	4	4	1	2	4	2	1	3
OTU_864	3	2	1	2	3	3	2	2	0	7	6	0	4	1	3	0	7	1
OTU_926	0	1	0	2	1	3	0	1	2	3	1	1	6	4	3	3	5	6
OTU_1056	1	0	0	0	1	1	2	2	3	3	1	0	3	4	3	1	4	1
OTU_1274	0	1	0	0	3	1	1	6	5	4	2	1	4	1	2	4	3	0
OTU_980	3	7	2	5	0	0	4	4	1	3	6	2	1	0	3	0	6	2
OTU_1619	1	1	1	3	1	1	2	2	2	2	2	0	0	1	0	0	3	0
OTU_518	0	0	0	5	2	10	1	1	0	9	7	1	1	1	0	8	7	6
OTU_1019	0	0	1	3	3	2	0	0	0	5	2	0	1	1	1	1	2	3
OTU_1057	0	0	0	6	0	2	1	5	0	1	1	0	6	1	3	7	3	3
OTU_1251	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
OTU_1952	0	1	0	3	0	3	1	0	3	3	0	1	1	0	1	3	2	2
OTU_3542	0	0	3	0	0	0	2	2	1	2	2	0	3	5	2	3	3	5
OTU_605	0	0	0	7	5	4	0	0	1	4	3	2	1	0	3	6	7	3
OTU_626	2	7	5	0	1	0	2	12	8	4	1	0	4	0	5	3	0	0
OTU_1002	0	0	0	2	3	2	0	2	3	8	10	3	0	0	2	1	3	0
OTU_1508	1	1	0	0	0	1	0	3	2	2	0	0	3	1	0	1	1	2
OTU_608	0	0	0	14	9	13	0	0	0	14	10	9	2	5	0	10	11	18
OTU_719	0	0	0	4	11	8	0	0	0	5	2	3	0	3	1	8	10	12
OTU_1147	0	0	0	3	1	1	0	0	1	0	1	1	0	3	1	3	0	1
OTU_1331	1	6	2	0	0	1	0	3	2	3	1	0	0	3	1	0	0	0
OTU_1666	0	0	2	1	3	4	0	0	0	1	0	1	0	1	0	2	2	4
OTU_1924	0	0	0	0	2	0	1	1	0	3	3	2	0	0	1	2	1	1
OTU_2167	0	1	0	1	2	3	0	1	1	0	1	0	0	0	2	1	2	0
OTU_863	0	0	0	6	2	6	0	0	0	11	3	1	1	0	0	2	4	2
OTU_960	0	0	0	1	3	6	0	0	4	1	2	1	0	0	1	1	5	0
OTU_1017	0	0	0	1	0	0	1	2	2	7	0	0	0	1	0	3	1	2
OTU_1023	0	0	0	1	6	1	0	0	2	2	2	0	0	0	0	1	1	2
OTU_1028	0	1	0	0	0	0	3	1	1	2	0	0	0	3	0	2	4	1
OTU_1078	0	0	0	2	1	3	0	0	0	8	1	1	0	0	0	1	2	2
OTU_1170	0	1	0	1	0	0	2	1	0	1	3	0	2	0	0	3	1	0
OTU_1781	0	0	0	2	1	2	0	0	0	2	2	1	0	0	0	1	1	2
OTU_1983	0	0	0	1	2	5	0	0	0	2	6	1	0	0	0	1	2	2
OTU_2841	0	0	0	3	10	7	0	0	0	3	6	1	0	0	0	3	1	3
OTU_350	0	0	0	27	36	23	0	0	0	6	5	1	0	0	0	8	9	13
OTU_637	0	0	0	13	13	9	0	0	0	29	7	5	0	0	0	8	8	12
OTU_652	0	0	0	9	12	10	0	0	0	3	5	1	1	0	0	0	2	4
OTU_848	0	0	0	4	1	3	0	0	0	4	0	3	1	0	0	6	2	2
OTU_950	0	0	0	3	2	8	0	0	0	11	7	4	0	0	0	2	5	1
OTU_965	0	0	0	9	5	5	0	0	0	5	4	0	0	1	0	3	3	3
OTU_972	2	2	3	0	0	0	2	0	3	0	0	0	2	11	5	1	0	0
OTU_1148	0	0	0	3	0	3	0	0	0	2	2	1	0	0	0	5	3	2
OTU_1173	1	0	1	0	1	0	0	0	0	2	0	0	0	0	1	4	3	2
OTU_1330	0	0	0	1	2	2	0	0	0	1	3	0	0	0	0	2	2	3
OTU_1531	0	0	1	1	0	0	1	0	0	2	0	0	1	1	0	1	0	1
OTU_2215	0	0	0	2	1	1	0	0	0	1	2	0	0	0	0	2	1	2
OTU_2297	0	0	0	3	3	0	0	1	2	0	1	0	0	0	0	2	2	1
OTU_2374	1	0	0	0	1	1	0	0	0	2	1	2	0	0	0	1	0	3
OTU_2395	0	0	0	5	1	1	0	0	0	1	3	1	0	0	0	1	0	2
OTU_2884	0	1	0	1	3	0	1	0	2	1	0	0	0	0	0	0	1	2
OTU_434	0	0	0	12	13	13	0	0	0	22	9	0	0	0	0	4	2	1
OTU_545	0	0	0	7	14	11	0	0	0	5	7	0	0	0	0	4	15	4
OTU_644	0	0	0	9	18	4	0	0	0	2	1	0	0	0	0	3	3	3
OTU_958	0	0	0	0	5	3	0	0	0	2	3	0	0	1	0	2	2	1
OTU_1112	0	0	0	2	0	4	0	0	1	0	0	0	0	0	1	4	1	1
OTU_1544	0	2	0	0	1	2	3	5	3	0	0	0	0	0	1	0	0	0
OTU_1684	0	0	0	0	0	3	0	0	0	3	1	0	0	0	2	1	2	8
OTU_2188	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0
OTU_2828	0	1	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1
OTU_3823	0	0	0	0	0	0	0	1	1	0	0	0	5	3	3	0	1	2
OTU_862	0	0	0	2	2	4	0	0	0	4	6	0	0	0	0	0	2	1
OTU_1276	0	0	0	0	0	0	0	0	1	4	1	2	0	0	0	0	1	2
OTU_1547	0	0	0	1	0	0	1	0	1	3	0	0	0	0	1	0	0	1
OTU_1577	0	0	0	0	2	1	0	0	0	1	2	2	0	0	0	2	0	0
OTU_1596	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	3	2	4
OTU_1599	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	6	3	1
OTU_1925	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	1	2	2
OTU_2302	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	2	1
OTU_2960	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	1	0	0
OTU_3057	0	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	0	3
OTU_3798	1	3	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0
OTU_911	0	2	0	0	0	0	3	1	9	0	0	0	0	0	0	0	2	2
OTU_985	0	0	0	7	2	0	0	0	0	4	2	1	0	0	0	1	0	0
OTU_1135	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	3	5	2
OTU_1262	0	0	0	1	1	8	0	0	0	3	1	0	0	0	0	0	0	0
OTU_1391	0	0	0	1	2	1	0	0	0	0	3	1	0	0	0	0	0	0
OTU_1466	0	0	0	0	3	0	0	0	0	1	1	1	0	0	0	0	1	0
OTU_1677	0	0	0	4	0	1	0	0	0	11	4	0	0	0	0	1	0	0
OTU_1785	0	0	0	2	0	1	0	0	0	1	3	0	0	0	0	1	0	0
OTU_2183	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
OTU_2288	0	0	0	0	3	0	0	0	1	0	2	0	2	0	0	0	0	2
OTU_2349	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
OTU_2397	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
OTU_3193	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	1
OTU_3775	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0
OTU_4049	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
OTU_1792	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU_1882	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
OTU_1897	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2
OTU_2163	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1
OTU_2405	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0
OTU_2406	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0
OTU_2764	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_2812	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	2	0	0
OTU_3238	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	2	0	0
OTU_1418	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	2
OTU_1574	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1883	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
OTU_2000	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0
OTU_2190	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
OTU_2240	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0
OTU_2547	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0
OTU_2567	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_2661	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2972	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3052	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
OTU_3362	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0
OTU_3961	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2107	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
OTU_2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU_2484	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
OTU_2535	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3266	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0
OTU_3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_3464	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3577	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_3863	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3931	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_1243	0	1	2	3	1	1	1	0	2	2	2	1	5	1	6	1	0	0
OTU_3929	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
OTU_1682	0	0	0	2	3	3	0	0	0	2	2	2	0	0	0	0	0	2
OTU_1462	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	0	0	2
OTU_3730	1	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0
OTU_3862	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_3938	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_321	9	15	5	5	3	4	9	15	14	15	7	4	7	6	23	4	4	8
OTU_354	8	9	2	11	18	10	5	10	11	19	24	12	11	4	10	14	19	11
OTU_449	22	54	7	5	10	5	21	42	31	15	14	5	17	25	22	17	8	17
OTU_592	2	0	0	4	3	3	1	8	2	5	11	0	2	4	4	8	4	7
OTU_808	1	1	0	3	1	0	0	1	1	2	1	1	7	10	16	1	1	0
OTU_1865	0	0	0	1	2	0	1	3	1	2	2	0	1	1	1	4	1	3
OTU_940	0	3	0	0	6	2	0	0	1	4	6	4	3	2	4	16	5	11
OTU_1713	0	1	0	5	1	3	1	1	0	6	4	4	0	0	1	0	1	5
OTU_1721	1	0	0	5	1	5	1	1	0	3	2	5	0	0	5	0	10	2
OTU_1956	0	0	0	5	2	2	0	0	0	2	1	1	1	7	4	2	1	2
OTU_886	0	1	0	1	0	1	2	4	5	2	6	0	7	2	5	0	0	0
OTU_1024	0	0	0	6	12	8	0	0	0	8	5	3	0	0	0	1	1	2
OTU_1761	0	1	0	0	1	3	0	3	0	0	4	0	0	0	0	1	1	8
OTU_2516	2	0	0	3	2	1	0	0	0	1	0	1	0	1	0	0	1	0
OTU_1795	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3
OTU_3925	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2
OTU_3984	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	5	1
OTU_3347	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0
OTU_457	4	6	2	1	1	2	2	8	7	12	1	1	19	5	13	4	7	1
OTU_1357	0	0	0	4	4	4	2	3	4	7	5	3	0	0	1	8	10	4
OTU_1651	2	0	1	2	2	2	0	2	0	3	1	1	0	0	1	0	2	3
OTU_1929	0	2	0	0	2	1	1	2	0	1	0	2	2	2	1	2	0	4
OTU_1827	0	0	0	1	1	1	1	1	0	1	1	1	3	0	0	2	4	0
OTU_1913	2	1	2	0	0	2	0	0	0	0	2	0	4	1	0	2	0	1
OTU_2407	1	0	0	2	0	0	0	1	1	1	4	0	0	0	0	1	2	1
OTU_1782	2	3	1	0	0	1	0	0	0	0	0	0	4	2	5	0	0	1
OTU_1459	0	0	0	0	1	3	1	0	2	0	0	0	0	0	1	1	0	1
OTU_1380	1	3	2	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0
OTU_2287	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
OTU_3983	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0
OTU_2444	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
OTU_2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1
OTU_2329	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
OTU_2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
OTU_4014	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1597	0	0	0	3	1	0	5	1	2	3	0	0	0	1	2	0	1	0
OTU_1087	0	0	0	9	13	6	1	0	0	5	2	1	0	1	0	2	3	6
OTU_1769	0	1	0	2	5	4	0	1	0	0	1	1	0	0	0	1	2	1
OTU_2272	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2
OTU_2322	0	0	0	1	1	0	0	0	2	0	0	0	0	1	1	1	0	0
OTU_2660	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
OTU_742	5	10	4	10	13	9	4	9	12	11	23	2	4	4	5	10	7	2
OTU_728	1	7	1	3	1	1	5	5	7	6	2	0	2	1	1	8	3	2
OTU_788	2	1	0	2	5	4	2	2	1	3	6	1	1	0	1	3	1	4
OTU_1702	3	1	2	0	3	0	2	2	1	1	4	0	4	3	3	1	5	4
OTU_929	0	1	3	1	3	0	0	5	3	1	5	1	0	0	1	3	4	1
OTU_1220	2	2	0	4	6	3	2	0	0	3	2	0	0	0	0	0	2	5
OTU_1394	0	10	2	0	0	0	3	6	2	0	0	0	1	1	1	2	4	0
OTU_2166	0	0	0	0	2	2	0	1	0	2	1	0	0	0	1	1	2	2
OTU_1099	0	0	0	0	1	0	0	0	0	1	2	0	2	2	0	2	1	1
OTU_1164	0	0	2	0	0	3	0	0	0	2	4	5	0	0	1	3	0	2
OTU_1412	0	0	0	0	0	0	1	1	0	1	1	0	3	3	6	0	2	0
OTU_1430	0	0	0	1	3	1	0	1	0	1	0	0	0	0	4	0	1	1
OTU_1967	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	1	3	1
OTU_1266	0	0	0	1	0	2	0	0	0	3	1	0	0	0	1	0	0	0
OTU_2977	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_3340	0	0	0	0	0	0	1	0	2	0	0	0	1	0	3	0	0	0
OTU_1010	0	6	1	2	0	5	3	1	0	3	1	3	3	0	5	1	1	0
OTU_1876	2	0	0	0	0	0	2	1	1	1	0	1	1	0	0	1	0	0
OTU_3407	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1041	2	0	2	6	5	9	4	1	4	14	7	2	2	1	1	7	6	5
OTU_683	2	10	0	5	5	6	3	5	5	10	9	1	4	9	6	3	16	6
OTU_1006	0	0	0	3	6	3	0	0	0	5	2	1	1	0	1	3	6	3
OTU_1302	0	0	2	2	0	1	3	0	0	1	0	0	2	0	0	1	1	0
OTU_1840	0	0	0	1	0	2	0	2	0	2	1	0	0	0	0	1	1	1
OTU_2771	0	0	0	1	1	0	0	1	0	2	1	0	0	0	0	3	3	1
OTU_1579	0	0	0	6	2	0	0	0	0	0	1	1	0	0	0	3	1	1
OTU_3078	0	0	0	5	2	3	0	0	0	0	1	0	0	0	0	4	0	2
OTU_3346	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
OTU_3735	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
OTU_1449	0	0	0	3	3	1	0	0	0	2	4	0	0	0	0	0	0	0
OTU_1700	1	1	1	1	1	0	4	3	1	1	1	0	0	1	1	1	0	0
OTU_1093	1	1	1	0	0	0	2	2	1	0	0	0	4	3	8	0	2	1
OTU_2140	0	0	0	5	0	2	0	2	1	2	1	3	0	0	0	3	2	2
OTU_640	0	0	0	7	11	3	0	0	0	10	15	3	0	0	0	7	4	11
OTU_923	0	5	3	4	0	0	3	2	6	0	0	0	1	0	3	0	2	0
OTU_1896	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	2	0	0
OTU_1455	0	2	0	0	0	0	0	0	0	4	1	0	0	5	7	0	0	0
OTU_1538	1	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_2054	0	0	0	0	1	0	0	0	0	4	1	3	0	0	2	0	0	0
OTU_2330	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_2611	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	0	0	1
OTU_4008	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0
OTU_1437	2	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
OTU_2426	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_3488	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1
OTU_3506	0	2	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0
OTU_1548	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0	0
OTU_1762	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1838	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2206	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_3297	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1
OTU_3543	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_3722	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU_3939	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_4038	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_487	9	8	6	6	10	4	8	4	6	19	10	7	12	23	20	22	22	20
OTU_1504	0	2	0	1	0	0	0	0	0	1	2	0	2	1	1	6	3	1
OTU_1671	0	0	0	1	5	0	0	0	0	1	1	0	1	0	0	0	3	4
OTU_2301	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0
OTU_3260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
OTU_3351	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_4021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_2074	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	2
OTU_2755	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0
OTU_2836	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
OTU_3930	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_805	0	0	0	5	16	6	0	0	0	4	11	1	0	0	0	1	4	1
OTU_951	0	0	0	10	7	2	0	0	0	0	1	0	0	0	0	2	2	3
OTU_2154	0	0	0	4	4	1	0	0	0	1	1	0	0	0	0	1	0	0
OTU_2008	0	0	0	3	5	3	0	0	0	2	0	1	0	0	0	0	0	0
OTU_2420	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0
OTU_344	1	0	0	51	39	37	0	0	2	99	42	12	0	0	0	35	30	45
OTU_1113	0	0	0	7	7	1	0	0	0	1	4	2	0	0	1	0	1	0
OTU_3993	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	1	0	0
OTU_255	6	14	1	2	4	1	8	7	27	4	8	0	21	13	15	11	10	2
OTU_590	0	0	2	1	81	4	9	25	21	4	13	6	1	3	3	5	2	2
OTU_2233	0	0	0	0	1	0	2	2	3	0	0	0	0	0	0	0	0	0
OTU_3550	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_1590	0	0	0	0	1	0	4	3	4	3	1	1	0	1	0	0	0	1
OTU_1799	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	1	0	0
OTU_741	1	4	1	1	0	1	0	3	5	1	1	1	3	3	2	6	0	3
OTU_842	0	0	0	0	2	2	3	6	3	1	0	0	0	1	1	0	1	2
OTU_1514	1	1	0	0	0	0	0	2	0	0	0	0	1	0	3	0	1	0
OTU_1851	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1
OTU_2283	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2388	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0
OTU_2429	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OTU_3774	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0
OTU_2201	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
OTU_3114	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3237	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3267	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3580	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_1729	0	0	0	1	1	2	0	1	0	3	1	1	0	0	0	0	0	1
OTU_1323	0	0	0	0	0	1	0	1	0	0	1	0	3	1	2	0	0	1
OTU_2212	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	2	1
OTU_3041	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	1	1
OTU_2130	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	2
OTU_1469	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0	1	0	0
OTU_1613	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_2371	4	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0
OTU_1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
OTU_2291	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU_3480	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1
OTU_3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
OTU_3701	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_3792	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0
OTU_3805	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_2232	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2733	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU_2803	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
OTU_3056	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3119	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
OTU_3465	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1015	1	2	0	1	0	0	3	4	1	0	0	0	3	4	1	2	4	0
OTU_1322	0	1	0	0	0	0	0	1	1	1	2	0	0	2	0	2	1	1
OTU_1089	0	0	0	2	4	0	0	0	0	2	3	0	1	0	1	2	1	0
OTU_2227	1	0	0	2	1	0	1	1	3	1	0	0	2	0	0	0	0	0
OTU_1426	0	2	0	0	0	0	2	2	1	0	0	0	1	1	0	1	0	0
OTU_1715	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0
OTU_1145	1	0	0	0	0	0	0	0	0	2	0	0	2	4	4	0	0	2
OTU_2079	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1
OTU_2207	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	3	0	0
OTU_1453	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	4
OTU_1872	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1948	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
OTU_2321	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0
OTU_3607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
OTU_1912	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
OTU_2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_3934	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1646	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	0	3
OTU_2211	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0
OTU_819	0	0	0	6	6	4	0	1	0	2	2	2	0	0	0	0	3	3
OTU_2379	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0
OTU_2950	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	1
OTU_3116	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3819	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1567	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	2	1	0
OTU_897	1	0	0	0	7	6	0	1	0	5	7	0	0	2	0	5	5	5
OTU_1005	0	0	0	3	6	4	0	0	0	6	11	2	0	0	0	2	1	1
OTU_1355	0	0	0	0	7	0	0	0	0	4	2	0	0	0	0	1	0	2
