Query_id	tax
total_1014447	k__Bacteria
total_1014476	k__Bacteria
total_10144909	k__Bacteria
total_10145133	k__Bacteria
total_10145324	k__Bacteria
total_10145325	k__Bacteria
total_10146085	Unclassified
total_10146529	k__Bacteria;p__Proteobacteria
total_10146586	Unclassified
total_10147092	k__Bacteria
total_1014768	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10147912	k__Bacteria
total_10147913	Unclassified
total_10147981	k__Bacteria
total_10148119	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_10148120	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_10148574	k__Bacteria
total_10148899	k__Bacteria
total_1014927	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_1014929	k__Bacteria;p__Proteobacteria
total_10149423	k__Bacteria
total_10149425	k__Bacteria;p__Proteobacteria
total_10149650	Unclassified
total_10150184	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10150337	k__Bacteria
total_10150827	k__Bacteria
total_10151145	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Stigmatella;s__Stigmatella_aurantiaca
total_10152312	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Isosphaeraceae;g__Singulisphaera;s__Singulisphaera_acidiphila
total_10152344	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10152796	k__Bacteria
total_101529	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10152974	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_10153090	k__Bacteria
total_10153399	k__Bacteria;p__Proteobacteria
total_10153639	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10154200	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10154631	k__Bacteria
total_1015488	k__Bacteria
total_10154922	k__Bacteria
total_10155152	k__Bacteria;p__Bacteroidetes
total_10155310	k__Bacteria
total_10155774	k__Bacteria
total_10156019	k__Bacteria
total_10156319	k__Bacteria
total_10156601	k__Bacteria
total_10156833	k__Bacteria
total_10156915	k__Bacteria
total_10156981	k__Bacteria
total_10157407	k__Bacteria
total_10157461	k__Bacteria
total_1015929	k__Bacteria
total_10160586	k__Bacteria
total_10160733	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_10161874	k__Bacteria
total_10162391	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10162428	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10162944	k__Bacteria
total_10162973	k__Bacteria;p__Proteobacteria
total_10163015	k__Bacteria
total_10163016	k__Bacteria
total_10163299	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10163324	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10165123	k__Bacteria
total_10166210	k__Bacteria
total_1016623	k__Bacteria
total_10166682	k__Bacteria
total_10167410	k__Bacteria
total_10167779	k__Bacteria
total_1016833	k__Bacteria
total_10168383	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales
total_10168782	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
total_10168953	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10169415	k__Bacteria
total_10169680	k__Bacteria
total_10170335	k__Bacteria;p__Proteobacteria
total_1017038	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10170445	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10170943	k__Bacteria
total_1017104	k__Bacteria;p__Bacteroidetes
total_10171071	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
total_10171405	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10172386	k__Bacteria
total_10172506	k__Bacteria
total_10172764	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10173357	k__Bacteria
total_10173491	k__Bacteria
total_10173626	k__Bacteria
total_10173801	k__Bacteria
total_10173929	k__Bacteria
total_10174067	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10174352	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1017461	k__Bacteria
total_10174617	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_10174704	k__Bacteria
total_10175093	k__Bacteria
total_1017675	k__Bacteria
total_10177125	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10177855	Unclassified
total_10178126	k__Bacteria
total_10178134	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter
total_10178365	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10178675	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10179080	k__Bacteria
total_10179198	k__Bacteria
total_10179287	k__Bacteria
total_10179625	k__Bacteria
total_10179906	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10180213	k__Bacteria
total_10180262	k__Bacteria
total_10180395	k__Bacteria
total_10180598	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10181258	k__Bacteria
total_10181267	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10181288	k__Bacteria
total_10181566	k__Bacteria
total_10181570	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
total_10181710	k__Bacteria
total_10181824	k__Bacteria
total_10182433	k__Bacteria;p__Bacteroidetes
total_10182634	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_10182635	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_10185354	k__Bacteria
total_10185729	k__Bacteria;p__Bacteroidetes
total_10185758	k__Bacteria
total_10185854	k__Bacteria
total_10186122	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1018613	k__Bacteria
total_10186163	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10186496	k__Bacteria;p__Bacteroidetes
total_1018712	k__Bacteria
total_10187237	k__Bacteria
total_10187355	k__Bacteria;p__Proteobacteria
total_10187438	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_10187722	k__Bacteria
total_10187757	k__Bacteria
total_1018845	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1018860	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_10188619	Unclassified
total_10188635	k__Bacteria
total_10188910	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10189048	k__Bacteria
total_10189153	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10189421	k__Bacteria
total_10189422	k__Bacteria
total_101903	k__Bacteria
total_10190483	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10190543	k__Bacteria;p__Unclassified;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__candidate_division_WOR_1_bacterium_DG_54_3
total_10191074	k__Bacteria
total_10191580	k__Bacteria;p__Bacteroidetes
total_1019231	Unclassified
total_1019236	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10192490	k__Bacteria
total_10192730	k__Bacteria;p__Proteobacteria
total_10193019	Unclassified
total_10193337	k__Bacteria
total_10193495	k__Bacteria
total_10193602	k__Bacteria;p__Proteobacteria
total_10193846	k__Bacteria
total_10193886	k__Bacteria
total_10193955	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium_leguminosarum
total_10194002	k__Bacteria;p__Proteobacteria
total_10194166	k__Bacteria
total_10194409	k__Bacteria
total_10194607	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10194933	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10194996	k__Bacteria
total_10195191	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
total_10195250	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_10195412	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10195732	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10196027	k__Bacteria
total_10196087	k__Bacteria
total_1019672	k__Bacteria;p__Bacteroidetes
total_1019675	k__Bacteria;p__Bacteroidetes
total_10197732	Unclassified
total_10197959	Unclassified
total_10198102	k__Bacteria
total_10198289	k__Bacteria;p__Actinobacteria
total_10198352	k__Bacteria
total_10199151	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_1019971	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1019974	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_10199987	Unclassified
total_10200037	k__Bacteria
total_10200289	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10200586	k__Bacteria
total_10200833	k__Bacteria
total_10201510	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Unclassified;s__Acidobacteriaceae_bacterium_KBS_96
total_10202199	k__Bacteria;p__Cyanobacteria;c__Unclassified;o__Oscillatoriales;f__Unclassified;g__Spirulina;s__Spirulina_subsalsa
total_10202569	k__Bacteria
total_10203007	k__Bacteria
total_10203608	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
total_10203846	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_10204580	k__Bacteria
total_10204588	k__Bacteria
total_10204646	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10204656	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10204822	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10205027	k__Bacteria
total_10205186	k__Bacteria;p__Bacteroidetes
total_10205335	k__Bacteria
total_10205883	k__Bacteria
total_10205945	k__Bacteria
total_10207322	k__Bacteria
total_10207422	k__Bacteria
total_10207755	k__Bacteria;p__Proteobacteria
total_10208669	k__Bacteria
total_10208852	Unclassified
total_1020967	Unclassified
total_10209765	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10210206	k__Bacteria
total_10210581	Unclassified
total_10210595	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_10210604	k__Bacteria;p__Proteobacteria
total_10210763	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_10212041	k__Bacteria
total_10212188	k__Bacteria;p__Proteobacteria
total_10212333	k__Bacteria
total_10212734	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
total_10213426	k__Bacteria
total_10213705	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10213869	k__Bacteria
total_10214653	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10214654	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10214974	k__Bacteria;p__Bacteroidetes
total_10215005	k__Bacteria
total_1021587	k__Bacteria
total_10216003	k__Bacteria
total_10216650	k__Bacteria
total_10216651	k__Bacteria
total_1021668	k__Bacteria
total_10216937	k__Bacteria
total_1021800	k__Bacteria
total_10218329	k__Bacteria
total_10218777	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_102188	k__Bacteria
total_10219086	k__Bacteria
total_10219094	Unclassified
total_10219710	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10219712	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10219885	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10220521	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10220667	k__Bacteria;p__Proteobacteria
total_10221248	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10221553	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_10222029	k__Bacteria;p__Bacteroidetes
total_10222413	k__Bacteria
total_10222422	k__Bacteria
total_102227	k__Bacteria
total_10223308	k__Bacteria;p__Bacteroidetes
total_10223370	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10224064	k__Bacteria
total_1022407	k__Bacteria
total_10224093	k__Bacteria
total_10224166	k__Bacteria
total_10224170	k__Bacteria
total_10224544	k__Bacteria
total_10224812	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10225629	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10226005	Unclassified
total_1022638	k__Bacteria
total_10226609	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10227463	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10227671	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10227672	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10228078	k__Bacteria;p__Proteobacteria
total_1022882	k__Bacteria
total_10229298	Unclassified
total_10229612	k__Bacteria
total_10230280	k__Bacteria
total_10230349	k__Bacteria;p__Bacteroidetes
total_1023045	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10230477	Unclassified
total_10230952	k__Bacteria
total_10231410	k__Bacteria
total_10231513	k__Bacteria
total_10231855	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Unclassified;f__Unclassified;g__Unclassified;s__Deltaproteobacteria_bacterium_CSP1-8
total_10232141	k__Bacteria
total_10232402	k__Bacteria
total_10232608	k__Bacteria
total_10232693	k__Bacteria
total_10233108	k__Bacteria
total_10233212	k__Bacteria
total_10233374	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_10233452	k__Bacteria
total_10233510	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_102344	k__Bacteria;p__Bacteroidetes
total_10234640	k__Bacteria;p__Proteobacteria
total_10234848	k__Bacteria
total_1023497	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10235323	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10236465	k__Bacteria
total_10236541	k__Bacteria;p__Proteobacteria
total_10236924	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10236931	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10236932	k__Bacteria
total_10237228	k__Bacteria
total_10237387	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_10237546	Unclassified
total_10237590	k__Bacteria;p__Bacteroidetes
total_10238086	k__Bacteria;p__Actinobacteria
total_10238320	k__Bacteria
total_10238408	k__Bacteria;p__Proteobacteria
total_10238670	k__Bacteria;p__Acidobacteria
total_10238679	k__Bacteria;p__Proteobacteria
total_1023872	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1023916	k__Bacteria
total_10240007	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10240451	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1024059	k__Bacteria;p__Bacteroidetes
total_1024171	k__Bacteria
total_10241793	k__Bacteria
total_1024184	Unclassified
total_10242441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10242493	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_10242864	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10243002	k__Bacteria
total_10244340	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus_gobiensis
total_10244608	k__Bacteria
total_10244647	k__Bacteria
total_10244776	k__Bacteria
total_10245207	k__Bacteria
total_10245635	k__Bacteria
total_10245641	k__Bacteria
total_10245685	k__Bacteria
total_10245733	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_10245916	k__Bacteria
total_10246120	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10246503	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10246507	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10246644	k__Bacteria
total_10246970	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10247437	k__Bacteria
total_10247711	k__Bacteria;p__Proteobacteria
total_10247845	k__Bacteria;p__Proteobacteria
total_10247880	k__Bacteria;p__Proteobacteria
total_10247904	k__Bacteria
total_10248061	k__Bacteria
total_10248063	k__Bacteria
total_1024825	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_10249341	k__Bacteria
total_1024951	k__Bacteria
total_10249711	k__Bacteria;p__Proteobacteria
total_10249975	k__Bacteria
total_10249976	Unclassified
total_1025011	k__Bacteria
total_10250252	k__Bacteria
total_10251220	k__Bacteria
total_10251962	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_1025237	k__Bacteria;p__Bacteroidetes
total_1025288	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfatitalea;s__Desulfatitalea_tepidiphila
total_10253125	k__Bacteria
total_10253476	k__Bacteria
total_10253661	k__Bacteria
total_10253706	k__Bacteria
total_10254181	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10254788	k__Bacteria
total_10255009	k__Bacteria
total_10255082	k__Bacteria;p__Proteobacteria
total_10255750	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_10255910	k__Bacteria;p__Proteobacteria
total_10256156	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10256359	k__Bacteria;p__Cyanobacteria;c__Unclassified;o__Nostocales;f__Rivulariaceae;g__Calothrix;s__Calothrix_sp._PCC_7103
total_10256372	k__Bacteria;p__Proteobacteria
total_10257184	k__Bacteria
total_10257371	k__Bacteria
total_10257650	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
